Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Bentrock Chardonnay 2013,United States,Sta. Rita Hills,Sandhi,4.1,27,89.0,2013-01-01,Sta. Rita Hills,United States,55.466733,-131.806174,7.2,2.3666666666666667,8.6,321.0,,13.166666666666666,10.333333333333334,16.2,207.76666666666668,,7.466666666666666,4.8,10.066666666666666,338.6666666666667,
Le Naturel Blanco 2019,Spain,Navarra,Aroa,3.9,27,12.95,2019-01-01,Navarra,Spain,42.6125488,-1.8307877,10.866666666666667,5.833333333333333,17.099999999999998,117.36666666666667,,20.400000000000002,14.4,28.400000000000002,37.4,,14.200000000000001,9.033333333333333,20.666666666666668,53.23333333333333,
Bourgogne Blanc Retour des Flandres 2016,France,Bourgogne,Régnard,3.6,27,20.65,2016-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,France,Pays d'Oc,Paul Mas,3.7,27,5.5,2019-01-01,Pays d'Oc,France,43.604764,1.4540399,13.1,9.1,17.766666666666666,85.0,,22.933333333333334,17.500000000000004,28.666666666666668,46.166666666666664,,15.666666666666666,11.433333333333332,20.633333333333333,35.833333333333336,
Freundstück GG 2017,Germany,Pfalz,Georg Mosbacher,4.1,27,28.24,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Riesling 2019,Germany,Pfalz,Schneider,3.6,27,10.3,2019-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
The Vine in Flames Fetească Regală Dry 2018,Romania,Dealu Mare,Budureasca,3.5,27,9.9,2018-01-01,Dealu Mare,Romania,46.0417098,22.7959016,9.1,2.5,16.2,,,20.5,13.1,28.1,,,7.4,3.05,13.100000000000001,,
Graacher Himmelreich Riesling Auslese 2016,Germany,Graach,Joh. Jos. Prüm,4.1,27,32.65,2016-01-01,Graach,Germany,49.9352333,7.0634184,,,,,,,,,,,,,,,
Pinot Grigio 2019,Italy,Venezia Giulia,Jermann,3.8,27,16.85,2019-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Höllberg Riesling GG 2017,Germany,Rheinhessen,Wagner-Stempel,4.0,27,37.56,2017-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Riesling 2017,Germany,Mosel,Heymann-Löwenstein,3.5,27,37.0,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Kirchberg 2017,Germany,Mosel,Heymann-Löwenstein,3.8,27,24.0,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Geheimrat J Riesling Spätlese Trocken 2015,Germany,Rheingau,Weingüter Wegeler,4.1,27,24.9,2015-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Merus Sauvignon Blanc 2019,Italy,Trentino,Tiefenbrunner,4.1,27,9.99,2019-01-01,Trentino,Italy,46.1029536,11.1297425,1.3666666666666665,0.4,5.0,,,10.799999999999999,7.449999999999999,14.633333333333333,41.3,,4.733333333333333,2.566666666666667,7.3,,
Forster Ungeheuer Riesling 2018,Germany,Pfalz,Von Winning,4.3,27,35.0,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Bourgogne Hautes Côtes de Beaune Blanc 2007,France,Bourgogne Hautes-Côtes de Beaune,Jayer Gilles,3.4,27,25.0,2007-01-01,Bourgogne Hautes-Côtes de Beaune,France,47.064785,4.814114,,,,,,,,,,,,,,,
Sommer Riesling Trocken 2019,Germany,Rheingau,Schloss Vollrads,3.8,27,7.9,2019-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Lagar de Darei Branco 2017,Portugal,Dão,Darei,3.7,27,8.77,2017-01-01,Dão,Portugal,39.9375585,-7.8638768,12.833333333333334,,,136.65,,25.333333333333332,19.35,,,,17.3,,,,
Chenin Blanc 2018,South Africa,Stellenbosch,Rainbow's End,3.6,27,8.9,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Lugana Blanc 2019,Italy,Lugana,Ca' Lojera,3.9,27,10.57,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Bèru 2015,Italy,Vermentino di Gallura,Siddura,3.9,27,34.9,2015-01-01,Vermentino di Gallura,Italy,41.0,9.21667,,,,,,,,,,,,,,,
Cà del Lago Lugana 2019,Italy,Lugana,Villabella,4.0,27,9.83,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Weissburgunder Trocken 2019,Germany,Pfalz,Weingut Metzger,3.8,27,8.5,2019-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Hard 2017,Germany,Baden,Ziereisen,4.3,27,26.5,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Tramin,3.8,27,9.73,2019-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,23.6,17.4,31.3,,,13.700000000000001,8.633333333333333,19.933333333333334,,
RS Grauburgunder 2017,Germany,Baden,Salwey,3.9,27,15.5,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Lugana 2019,Italy,Lugana,Roveglia,4.1,27,11.9,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Würzburger Stein Silvaner GG 2016,Germany,Franken,Juliusspital,4.0,27,29.9,2016-01-01,Franken,Germany,50.5011427,7.2341043,,,,,,,,,,,,,,,
Grüner Silvaner Trocken 2018,Germany,Rheinhessen,Knewitz,3.6,27,8.07,2018-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Chardonnay 2018,Austria,Mittelburgenland,Gesellmann,3.5,27,15.9,2018-01-01,Mittelburgenland,Austria,47.504516,16.4944303,,,,,,,,,,,11.7,7.1,17.0,,
Blanco 2019,Portugal,Vinho Verde,Escudo Real,3.4,27,5.71,2019-01-01,Vinho Verde,Portugal,41.0645447,-8.2348455,,,,,,21.6,17.0,26.1,,,16.2,12.933333333333332,20.166666666666668,,
Garganega - Chardonnay delle Venezie Cuvée 2018,Italy,delle Venezie,Cielo e Terra,3.4,27,4.38,2018-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
7 Terroirs 2019,Germany,Nahe,Gut Hermannsberg,3.8,27,11.6,2019-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Bianco Passivento 2019,Italy,Terre Siciliane,Barone Montalto,3.9,27,8.32,2019-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,24.2,17.7,31.7,,,16.099999999999998,11.399999999999999,21.46666666666667,,
Weissburgunder Trocken 2017,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.4,27,9.72,2017-01-01,Saale-Unstrut,Germany,51.3663031,11.0216863,,,,,,,,,,,,,,,
Faius 2016,Italy,Irpinia,I Capitani,3.9,27,15.69,2016-01-01,Irpinia,Italy,39.2278067,9.1185486,15.6,,,,,25.7,,,,,19.166666666666668,,,,
Paradies Riesling 2018,Germany,Nahe,Korrell,4.1,27,22.7,2018-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Bernkasteler Badstube Riesling Kabinett Feinherb 2015,Germany,Mosel,Markus Molitor,3.9,27,16.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Reserva Chardonnay 2016,Portugal,Lisboa,Quinta do Lagar Novo,3.8,28,13.65,2016-01-01,Lisboa,Portugal,38.7077507,-9.1365919,16.866666666666667,13.166666666666666,21.599999999999998,33.0,,22.566666666666666,18.133333333333336,28.03333333333333,5.2,,18.23333333333333,15.166666666666666,22.266666666666666,57.13333333333333,
Collage Grauer Burgunder 2018,Germany,Pfalz,Hammel & Cie,3.9,28,9.46,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Franciscus Grüner Veltliner 2016,Austria,Kremstal,Salomon Undhof,3.2,28,10.23,2016-01-01,Kremstal,Austria,47.9263917,14.0780469,9.966666666666667,5.866666666666667,15.366666666666667,88.76666666666665,,21.133333333333333,15.633333333333335,27.733333333333334,61.699999999999996,,10.299999999999999,7.2,14.666666666666666,68.0,
Ungeheuer Riesling GG 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.2,28,34.12,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Riesling Federspiel Himmelstiege 2019,Austria,Wachau,Domäne Wachau,3.4,28,9.85,2019-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,22.8,16.6,28.6,,,12.0,7.733333333333334,16.566666666666666,,
Kastanienbusch GG 2018,Germany,Pfalz,Ökonomierat Rebholz,4.2,28,66.31,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Limne 2019,Italy,Lugana,Roveglia,3.7,28,9.11,2019-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,12.5,10.1,15.3,,
Riesling 2017,France,Alsace,Albert Boxler,3.9,28,27.78,2017-01-01,Alsace,France,50.7007285,3.160983,9.733333333333333,3.8499999999999996,14.566666666666668,77.3,,17.933333333333334,12.966666666666667,23.133333333333336,78.19999999999999,,11.566666666666665,7.800000000000001,15.833333333333334,47.75,
Grüner Veltliner 2019,Austria,Kamptal,Loimer,3.9,28,9.44,2019-01-01,Kamptal,Austria,48.513417,15.6940311,,,,,,22.6,16.2,29.6,,,11.533333333333333,7.133333333333333,16.5,,
Chardonnay 2018,France,Pays d'Oc,Abbotts & Delaunay,3.7,28,6.73,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Verdicchio Dei Castelli Di Jesi Classico Le Vele 2019,Italy,Verdicchio dei Castelli di Jesi,Moncaro,3.7,28,6.32,2019-01-01,Verdicchio dei Castelli di Jesi,Italy,43.52142,13.24368,,,,,,25.1,20.3,29.1,,,16.266666666666666,12.466666666666669,19.96666666666667,,
Chinon Blanc 2017,France,Chinon,Château de Saint Louans,4.2,28,27.29,2017-01-01,Chinon,France,47.1667182,0.2402095,10.133333333333335,6.8999999999999995,15.066666666666668,66.13333333333334,,19.533333333333335,14.55,25.7,24.86666666666667,,12.666666666666666,8.433333333333334,17.533333333333335,40.2,
Rotenberg GG 2016,Germany,Nahe,Gut Hermannsberg,4.0,28,29.5,2016-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Chardonnay 2017,United States,California,American Wings,3.2,28,6.73,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Diel de Diel Weisses Cuvée Trocken 2017,Germany,Nahe,Diel,3.6,28,11.95,2017-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Vermentino (Etichetta Nera/Black Label) 2019,Italy,Colli di Luni,Lvnae,4.0,28,19.45,2019-01-01,Colli di Luni,Italy,44.06667,9.98333,,,,,,26.1,21.8,31.0,,,17.700000000000003,14.233333333333334,21.933333333333337,,
Riesling Alsace Grand Cru 'Geisberg' 2012,France,Alsace Grand Cru 'Geisberg',Trimbach,4.4,28,53.35,2012-01-01,Alsace Grand Cru 'Geisberg',France,46.0,2.0,,,,,,,,,,,,,,,
Sankt Nikolaus Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,4.3,28,42.89,2017-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Nachts Sind Alle Burgunder Grau 2019,Germany,Pfalz,Karl Pfaffmann,4.2,28,7.9,2019-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Sauvignon Blanc 2018,South Africa,Stellenbosch,Drostdy-Hof,3.0,28,7.79,2018-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.3,,,,,12.633333333333333,,,,,16.3,,,,
Chardonnay 2019,South Africa,Durbanville,Durbanville Hills,3.5,28,7.99,2019-01-01,Durbanville,South Africa,-33.8402778,18.6494444,,,,,,,,,,,,,,,
Neuland Grüner Veltliner 2019,Austria,Weinviertel,Herbert Zillinger,3.7,28,8.24,2019-01-01,Weinviertel,Austria,48.4968419,16.334688,,,,,,23.1,16.4,30.2,,,12.200000000000001,7.899999999999999,16.733333333333334,,
Grauburgunder 2019,Germany,Rheinhessen,Krämer - Straight,3.9,28,7.73,2019-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Sauvignon Stern 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.9,28,12.18,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Les Chays Condrieu 2015,France,Condrieu,Chirat,4.0,28,41.43,2015-01-01,Condrieu,France,45.4624294,4.7676199,12.866666666666667,7.633333333333333,18.5,53.333333333333336,,20.633333333333336,15.633333333333335,26.099999999999998,80.33333333333333,,14.833333333333334,10.799999999999999,19.8,119.33333333333333,
Weissburgunder Trocken 2018,Germany,Pfalz,Studier,3.8,28,7.64,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Saumur Blanc 2018,France,Saumur,Langlois-Chateau,3.7,28,11.16,2018-01-01,Saumur,France,47.2541743,-0.0661854,,,,,,,,,,,,,,,
Cellar Selection Chenin Blanc 2019,South Africa,Stellenbosch,Kleine Zalze,3.8,28,7.5,2019-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.36666666666667,,,,,13.133333333333335,7.25,19.333333333333332,,,17.0,11.5,23.46666666666667,,
Pinot Grigio 2019,Italy,Garda,La Prendina,3.7,28,10.96,2019-01-01,Garda,Italy,45.5756512,10.7085298,,,,,,,,,,,12.5,10.1,15.3,,
Hipping Riesling 2015,Germany,Rheinhessen,Kühling-Gillot,4.3,28,45.0,2015-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Grauburgunder Trocken 2018,Germany,Nahe,Dönnhoff,3.6,28,12.57,2018-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Sciare di Est Insolia 2017,Italy,Terre Siciliane,Antichi Vinai,3.6,28,7.42,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Louis Jadot,3.5,28,12.6,2018-01-01,Bourgogne Aligoté,France,47.950902,5.754252,,,,,,,,,,,,,,,
Le Chardonnay Limoux Blanc 2014,France,Limoux,Domaine de Baron'arques,3.8,28,37.82,2014-01-01,Limoux,France,43.0538068,2.2176533,13.3,9.2,17.9,,,24.0,17.9,30.8,,,16.4,12.8,20.7,,
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Palagetto,3.5,28,8.5,2018-01-01,Vernaccia di San Gimignano,Italy,43.4680172,11.0419989,,,,,,,,,,,,,,,
Aulerde Riesling GG 2018,Germany,Rheinhessen,Wittmann,4.1,28,36.0,2018-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Maximin Herrenberg 1896 Riesling Alte Reben 2014,Germany,Mosel,Carl Loewen,3.9,28,47.99,2014-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Berger Baron Bordeaux Blanc 2017,France,Bordeaux,Baron Philippe de Rothschild,3.1,28,8.72,2017-01-01,Bordeaux,France,44.841225,-0.5800364,12.066666666666668,8.1,17.233333333333334,87.46666666666665,,20.566666666666666,15.433333333333335,26.7,32.833333333333336,,14.5,10.233333333333334,19.866666666666664,54.199999999999996,
Trittenheimer Apotheke Riesling Trocken 2018,Germany,Mosel,Ansgar Clüsserath,4.0,28,25.83,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Pian di Rèmole Bianco 2018,Italy,Toscana,Frescobaldi,3.6,28,6.95,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Bouquet Terre Siciliane 2018,Italy,Terre Siciliane,Tenuta Rapitalà,3.6,28,10.57,2018-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Chardonnay 2018,United States,North Coast,Ghost Pines,3.8,28,13.47,2018-01-01,North Coast,United States,41.506534,-81.6939953,,,,,,,,,,,,,,,
Cococciola (Unico) 2019,Italy,Terre di Chieti,Tenuta Ulisse,3.8,28,8.9,2019-01-01,Terre di Chieti,Italy,42.3503,14.16773,,,,,,25.15,19.35,30.05,,,16.766666666666666,12.300000000000002,21.5,,
Ried Loibenberg Riesling Smaragd 2018,Austria,Wachau,F.X. Pichler,4.3,28,40.19,2018-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Riesling Feinherb 2018,Germany,Rheingau,Schloss Vollrads,3.5,28,9.5,2018-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Meursault-Genevrières Premier Cru 2013,France,Meursault 1er Cru 'Genevrières',Domaine Jean Monnier & Fils,4.0,28,95.36,2013-01-01,Meursault 1er Cru 'Genevrières',France,47.72152,5.6065,,,,,,,,,,,,,,,
Niederberg Helden Riesling Kabinett 2018,Germany,Mosel,Schloss Lieser,3.9,28,17.1,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Sonnenberg Chardonnay Trocken 2018,Germany,Pfalz,Jülg,4.0,28,17.5,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Pinot Grigio Veneto 2019,Italy,Veneto,Vivolo di Sasso,3.4,28,5.29,2019-01-01,Veneto,Italy,45.6476663,11.8665254,14.733333333333334,7.45,19.733333333333334,,,25.366666666666664,20.900000000000002,30.399999999999995,60.599999999999994,,14.25,13.2,18.15,133.7,
Oestricher Doosberg Alte Reben Riesling Trocken 2017,Germany,Rheingau,Spreitzer,3.9,28,16.9,2017-01-01,Rheingau,Germany,50.1339394,8.0701591,,,,,,,,,,,,,,,
Poggio Al Tufo Vermentino 2018,Italy,Toscana,Tommasi,3.4,28,15.05,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Kaisermantel Weissburgunder 2019,Germany,Baden,Dr. Koehler,4.1,28,6.25,2019-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Uvam Pinot Grigio 2019,Italy,delle Venezie,Maurizio B Martino MBM,3.7,28,5.25,2019-01-01,delle Venezie,Italy,45.3485187,11.9571797,,,,,,,,,,,,,,,
Kalkundkiesel 2019,Austria,Burgenland,Claus Preisinger,3.9,29,16.08,2019-01-01,Burgenland,Austria,47.5000001,16.4166666,16.8,10.85,22.7,,,21.633333333333336,16.3,27.46666666666667,,,12.033333333333333,7.533333333333334,16.966666666666665,,
Riverpoint Vineyard Gewürztraminer 2014,New Zealand,Gisborne,Millton,3.9,29,17.45,2014-01-01,Gisborne,New Zealand,-38.661326,178.0206487,,,,,,,,,,,,,,,
Langenmorgen G.C 2014,Germany,Pfalz,Dr. Bürklin-Wolf,4.1,29,70.0,2014-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Côtes du Rhône Le Caillou Blanc 2017,France,Côtes-du-Rhône,Clos du Caillou,3.4,29,10.9,2017-01-01,Côtes-du-Rhône,France,44.7667285,4.8528701,,,,,,,,,,,,,,,
Sauvignon Blanc (Warrelwind) 2019,South Africa,Western Cape,MAN,3.6,29,5.49,2019-01-01,Western Cape,South Africa,-33.546977,20.72753,,,,,,11.149999999999999,3.7,20.049999999999997,,,18.833333333333332,11.299999999999999,23.1,,
Fundament Riesling Trocken 2017,Germany,Pfalz,Wageck-Pfaffmann,3.2,29,8.56,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Viognier 2017,South Africa,Paarl,Fairview,3.4,29,15.98,2017-01-01,Paarl,South Africa,-33.7310282,18.9642117,17.6,10.966666666666667,,,,11.799999999999999,5.433333333333333,21.2,,,20.1,12.0,,,
Parapli Chardonnay 2015,Hungary,Balaton,Kristinus,3.7,29,13.6,2015-01-01,Balaton,Hungary,46.8839313,17.8476796,13.2,9.6,17.2,,,21.1,17.3,25.2,,,,,,,
Benedete Ribolla Gialla 2018,Italy,Veneto,Collavini,3.5,29,13.6,2018-01-01,Veneto,Italy,45.6476663,11.8665254,14.666666666666666,7.3999999999999995,20.033333333333335,81.0,,24.833333333333332,19.266666666666666,31.9,76.75,,13.433333333333332,,20.85,,
Königsbacher Ölberg Riesling 2018,Germany,Pfalz,A. Christmann,3.6,29,25.35,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Cuvée Bérengère Chardonnay - Viognier 2018,France,Coteaux-d'Ensérune,Regismont,3.5,29,6.12,2018-01-01,Coteaux-d'Ensérune,France,43.279351,3.113149,,,,,,,,,,,,,,,
Chardonnay 2017,Italy,Friuli Grave,Borgo Magredo,3.4,29,8.78,2017-01-01,Friuli Grave,Italy,45.73251,12.41657,,,,,,24.549999999999997,19.35,29.7,,,,,,,
GG Kirchberg Weissburgunder 2015,Germany,Baden,Salwey,4.3,29,35.0,2015-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Clos Boucher Condrieu 2017,France,Condrieu,Delas,4.1,29,58.39,2017-01-01,Condrieu,France,45.4624294,4.7676199,11.0,7.0,15.800000000000002,94.33333333333333,,21.400000000000002,16.166666666666668,26.5,56.46666666666667,,13.266666666666666,9.433333333333334,17.133333333333336,73.5,
Chiara 2018,Italy,Toscana,Poggio Al Sole,3.6,29,10.47,2018-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Lahrer Grauburgunder 2018,Germany,Baden,Weingut Wöhrle,3.6,29,10.46,2018-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Collefrisio,4.0,29,8.9,2019-01-01,Terre di Chieti,Italy,42.3503,14.16773,,,,,,25.15,19.35,30.05,,,16.766666666666666,12.300000000000002,21.5,,
Niederberg Helden Riesling GG 2017,Germany,Mosel,Schloss Lieser,3.8,29,26.5,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Steingrüble 2017,Germany,Baden,Ziereisen,4.1,29,13.95,2017-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Zeltinger Riesling Kabinett Trocken 2018,Germany,Mosel,Selbach-Oster,3.8,29,13.95,2018-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Piesporter Riesling Feinherb 2017,Germany,Piesport,Kurt Hain,4.0,29,8.72,2017-01-01,Piesport,Germany,49.8813655,6.9195718,,,,,,,,,,,,,,,
Live Wire Riesling 2018,Australia,Barossa,Langmeil,4.0,29,11.06,2018-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.266666666666666,20.366666666666667,42.06666666666666,,,6.233333333333334,12.133333333333333,103.2,,,9.799999999999999,19.733333333333334,49.53333333333333,
Marani 2018,Italy,Veneto,Sartori,3.8,29,8.39,2018-01-01,Veneto,Italy,45.6476663,11.8665254,14.666666666666666,7.3999999999999995,20.033333333333335,81.0,,24.833333333333332,19.266666666666666,31.9,76.75,,13.433333333333332,,20.85,,
Sallier de La Tour Grillo 2019,Italy,Sicilia,Tasca d'Almerita,3.9,29,8.9,2019-01-01,Sicilia,Italy,37.587794,14.155048,17.0,,,,,22.933333333333334,,25.6,,,12.5,,,,
Auxerrois 2018,Germany,Baden,Klumpp,3.6,29,12.8,2018-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Blanco 2018,Spain,Yecla,Barahonda,3.5,29,5.9,2018-01-01,Yecla,Spain,38.6135956,-1.1157882,18.45,,,,,26.03333333333333,,,,,17.0,,,,
Chardonnay 2018,South Africa,Cape Town,Cape Town Wine Co,3.0,29,7.5,2018-01-01,Cape Town,South Africa,-33.928992,18.417396,,,,,,,,,,,,,,,
Escherndorfer Riesling 2018,Germany,Escherndorf,Horst Sauer,3.4,29,12.5,2018-01-01,Escherndorf,Germany,49.861478,10.1738952,,,,,,,,,,,,,,,
Chenin Blanc 2018,South Africa,Paarl,Windmeul Kelder Cellar,3.4,29,7.5,2018-01-01,Paarl,South Africa,-33.7310282,18.9642117,17.55,9.5,,,,11.4,4.833333333333333,20.9,,,16.466666666666665,8.666666666666666,,,
Weißburgunder Muschelkalk 2018,Germany,Baden,Enderle & Moll,3.9,29,15.01,2018-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
ReinSchiefer Nierstein Riesling 2017,Germany,Nierstein,Schätzel,3.6,29,20.53,2017-01-01,Nierstein,Germany,49.8710847,8.3365369,,,,,,,,,,,,,,,
Edición Limitada Lías Verdejo 2017,Spain,Rueda,Ramón Bilbao,3.6,29,13.01,2017-01-01,Rueda,Spain,41.4129785,-4.9597533,9.6,4.3999999999999995,15.666666666666666,46.73333333333334,,22.066666666666666,14.033333333333333,30.46666666666667,3.8666666666666667,,13.366666666666665,7.866666666666667,20.000000000000004,38.36666666666667,
Schellenbrunnen Riesling GG 2014,Germany,Baden,Heitlinger,3.9,29,30.39,2014-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Halgans Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,4.1,29,20.84,2018-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Saarburger Rausch Spätlese Riesling 2015,Germany,Mosel,Markus Molitor,3.6,29,20.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Sauvignon Riserva 2014,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.8,29,18.03,2014-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Sauvignon 2018,France,Loire Valley,Domaine de la Foliette,3.4,29,7.7,2018-01-01,Loire Valley,France,47.396728,-0.53276,,,,,,,,,,,8.3,4.8,12.1,,
Deidesheimer Paradiesgarten 2017,Germany,Pfalz,Reichsrat von Buhl,4.1,29,21.0,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Riesling 'D' 2016,New Zealand,Marlborough,Te Whare Ra,3.8,29,21.45,2016-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Jesuitengarten Riesling GG 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.0,29,43.77,2017-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Johannishof Riesling Trocken 2019,Germany,Pfalz,Knipser,3.8,29,7.9,2019-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,Slovenia,Štajerska,Verus,3.9,29,11.9,2019-01-01,Štajerska,Slovenia,46.074563,14.5245562,12.433333333333332,7.833333333333333,17.900000000000002,118.56666666666666,,22.03333333333333,16.400000000000002,28.166666666666668,151.70000000000002,,10.75,9.566666666666668,17.53333333333333,116.13333333333333,
