Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Barolo Mariondino 2015,Italy,Barolo,Parusso,4.1,103,39.9,2015-01-01,Barolo,Italy,44.6108408,7.9428448,,,,,,,,,,,,,,,
Crianza 2016,Spain,Rioja,Berceo,3.6,103,9.9,2016-01-01,Rioja,Spain,42.3285528,-2.4674917,13.566666666666668,7.766666666666666,20.133333333333333,30.33333333333333,,22.53333333333333,15.5,30.666666666666668,58.56666666666667,,14.0,9.0,20.0,26.8,
Apogee Pepper Bridge Vineyard 2013,United States,Walla Walla Valley,L'Ecole No 41,4.1,103,46.9,2013-01-01,Walla Walla Valley,United States,36.2399704,-112.2245586,,5.65,23.23333333333333,1.8666666666666665,,,,,,,,,,,
Gamma Red Blend 2018,Spain,Navarra,Bodegas Piedemonte,3.4,103,6.15,2018-01-01,Navarra,Spain,42.6125488,-1.8307877,12.633333333333333,5.766666666666666,20.3,52.833333333333336,,20.799999999999997,14.5,29.433333333333334,44.699999999999996,,12.866666666666667,6.966666666666666,19.7,40.8,
Peyres Nobles Rouge 2018,France,Corbières,Château Camplong,4.0,103,6.5,2018-01-01,Corbières,France,43.0547547,1.9970557,,,,,,,,,,,12.55,8.65,17.25,,
Lemartine Toscana 2015,Italy,Toscana,Poggio Antico,4.1,103,29.67,2015-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Organic Cabernet 2018,Australia,South Australia,Farm Hand,3.7,103,7.79,2018-01-01,South Australia,Australia,-30.5343665,135.6301212,19.7,11.633333333333333,27.633333333333336,30.3,,12.333333333333334,4.733333333333333,20.466666666666665,0.0,,20.833333333333332,12.6,29.099999999999998,16.26666666666667,
Pomerol 1999,France,Pomerol,Château Nénin,4.1,103,240.0,1999-01-01,Pomerol,France,44.9311234,-0.1999904,13.1,8.5,18.5,94.0,11260.0,20.166666666666664,14.766666666666666,26.400000000000002,42.333333333333336,14720.0,13.066666666666668,9.3,18.099999999999998,136.0,8360.0
Malterdinger Alte Reben Spätburgunder 2016,Germany,Baden,Bernhard Huber,4.1,103,38.69,2016-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Cabernet Franc 2012,South Africa,Franschhoek,Anthonij Rupert,4.2,103,59.95,2012-01-01,Franschhoek,South Africa,-33.909167,19.119444,17.5,12.0,27.0,,,10.9,5.6,20.6,,,18.2,11.6,28.3,,
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2002,France,Saint-Émilion Grand Cru,Château Valandraud,4.4,103,193.02,2002-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.233333333333334,9.233333333333334,17.766666666666666,82.66666666666667,8660.0,20.76666666666667,15.666666666666666,26.3,48.0,14220.0,13.633333333333333,9.499999999999998,18.599999999999998,60.0,9120.0
Bramare Rebon Vineyard Malbec 2017,Argentina,Mendoza,Viña Cobos,4.6,103,75.07,2017-01-01,Mendoza,Argentina,-34.787093,-68.4381868,13.800000000000002,,,,,8.733333333333333,0.8,,,,15.766666666666666,,,,
Merlot Reserva 2008,Brazil,Vale dos Vinhedos,Pizzato,3.2,103,15.9,2008-01-01,Vale dos Vinhedos,Brazil,-29.1790429,-51.5789598,,,,,,,,,,,,,,,
Brunello di Montalcino Pianrosso 2015,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.4,103,66.29,2015-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
François de Tournon Saint-Joseph 2016,France,Saint-Joseph,Delas,3.9,103,29.15,2016-01-01,Saint-Joseph,France,49.5344534,-1.529802,,,,,,,,,,,,,,,
Estibals Minervois 2018,France,Minervois,L'Ostal Cazes,3.6,103,10.99,2018-01-01,Minervois,France,43.2718,2.52099,,,,,,,,,,,12.55,8.65,17.25,,
Barbera - Garnacha 2017,Chile,Maule Valley,Erasmo,3.5,103,12.62,2017-01-01,Maule Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Roi des Lézards 2014,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.9,103,19.4,2014-01-01,Côtes Catalanes,France,42.74503,2.896873,13.033333333333333,9.033333333333333,17.400000000000002,81.0,11120.0,23.566666666666666,18.5,28.900000000000002,20.666666666666668,17200.0,16.900000000000002,13.200000000000001,21.033333333333335,58.666666666666664,10820.0
One Point Five Cabernet Sauvignon 2016,United States,Stags Leap District,Shafer,4.5,1030,120.01,2016-01-01,Stags Leap District,United States,36.578676,-79.389888,,,,,,,,,,,,,,,
Barbaresco 2013,Italy,Barbaresco,Gaja,4.4,1030,199.9,2013-01-01,Barbaresco,Italy,44.7254469,8.0806959,,,,,,,,,,,,,,,
Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Branaire-Ducru,3.9,1030,59.54,2006-01-01,Saint-Julien,France,47.4019947,5.1364639,10.633333333333333,5.766666666666667,15.833333333333334,76.66666666666667,10820.0,19.8,13.866666666666665,25.900000000000002,26.333333333333332,15160.0,11.766666666666667,7.666666666666667,16.900000000000002,57.333333333333336,9060.0
Médoc 2012,France,Médoc,Château Potensac,3.8,1033,39.69,2012-01-01,Médoc,France,49.3524933,6.1542002,,,,,,,,,,,,,,,
Pieve Santa Restituta Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Gaja,4.3,1035,59.9,2014-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Gran Maestro Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Maestro Italiano,4.1,1036,9.75,2017-01-01,Primitivo di Manduria,Italy,40.4002788,17.6374622,,,,,,,,,,,,,,,
Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,Château Léoville Barton,4.2,1037,87.24,2011-01-01,Saint-Julien,France,47.4019947,5.1364639,9.999999999999998,5.066666666666666,15.166666666666666,47.333333333333336,11260.0,19.366666666666664,14.066666666666668,24.833333333333332,96.0,14140.0,10.4,6.6000000000000005,14.9,70.66666666666667,7760.0
Inferno (Aged in Whiskey Barrels - Limited Release) 2017,United States,California,Apothic,3.8,1037,14.56,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Pessac-Léognan (Grand Cru Classé de Graves) 2007,France,Pessac-Léognan,Château Pape Clément,4.3,1037,161.1,2007-01-01,Pessac-Léognan,France,44.718997,-0.60521,13.066666666666668,8.566666666666668,18.2,86.33333333333333,10740.0,21.8,16.5,27.733333333333334,47.666666666666664,14260.0,16.533333333333335,12.6,21.666666666666668,73.66666666666667,10000.0
Faithful Hound Red 2015,South Africa,Stellenbosch,Mulderbosch,4.0,1038,14.9,2015-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.033333333333335,12.799999999999999,23.233333333333334,40.0,14380.0,13.166666666666666,8.233333333333333,18.166666666666668,101.66666666666667,10820.0,17.666666666666668,12.066666666666668,23.266666666666666,17.666666666666668,17700.0
Serego Alighieri Vaio Armaron Amarone della Valpolicella Classico 2012,Italy,Amarone della Valpolicella,Masi,4.3,1039,69.0,2012-01-01,Amarone della Valpolicella,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Talenti,3.7,104,14.43,2018-01-01,Rosso di Montalcino,Italy,43.055612,11.3592953,,,,,,,,,,,,,,,
Chianti 2017,Italy,Chianti,Sammontana,3.7,104,8.9,2017-01-01,Chianti,Italy,43.5824597,11.3168731,16.2,10.55,22.1,,,24.900000000000002,18.466666666666665,31.233333333333334,,,19.5,14.45,25.35,,
Azul 2015,Spain,Ribera del Queiles,Guelbenzu,3.8,104,6.99,2015-01-01,Ribera del Queiles,Spain,40.0,-4.0,15.9,9.1,22.7,22.333333333333332,17600.0,25.133333333333336,17.666666666666668,32.63333333333333,9.666666666666666,22860.0,17.866666666666667,12.233333333333333,23.46666666666667,63.0,13180.0
Sanct Valentin Riserva Pinot Noir 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,4.1,104,33.2,2017-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Mas Collet Barrica 2009,Spain,Montsant,Capçanes,3.5,104,21.91,2009-01-01,Montsant,Spain,41.1171253,1.211005,13.700000000000001,8.299999999999999,19.066666666666666,62.0,13800.0,22.400000000000002,17.166666666666668,27.633333333333336,29.0,17440.0,15.266666666666667,10.033333333333333,20.5,78.33333333333333,11260.0
Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Paolo Cottini,4.0,104,16.9,2016-01-01,Valpolicella Ripasso Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Toscana Poggio Ai Merli 2016,Italy,Toscana,Castellare,4.3,104,69.0,2016-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Viña Aljibes Red Blend 2016,Spain,Castilla,Finca Los Aljibes,3.4,104,8.2,2016-01-01,Castilla,Spain,40.4763551,-3.6800358,,9.9,21.533333333333335,27.933333333333334,,,20.03333333333333,33.333333333333336,17.166666666666668,,,11.5,20.933333333333334,33.5,
Châteauneuf-du-Pape (La Crau) 2017,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,4.4,104,79.95,2017-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,14.65,9.1,20.299999999999997,,,24.05,16.95,30.799999999999997,,,15.133333333333335,9.6,20.666666666666664,,
Châteauneuf-Du-Pape La Paillousse Terroir D'Exception Rouge 2015,France,Châteauneuf-du-Pape,Pierre Amadieu,4.0,104,26.23,2015-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,,,,,,,,,,
Mencia 2015,Spain,Valdeorras,Viña Costeira,3.2,104,8.28,2015-01-01,Valdeorras,Spain,42.3483416,-6.9659982,13.433333333333332,6.8,20.099999999999998,38.0,14540.0,20.566666666666666,13.200000000000001,27.933333333333334,19.333333333333332,18820.0,15.233333333333334,10.033333333333333,20.46666666666667,96.0,9340.0
Santenay Clos de Malte 2016,France,Santenay,Louis Jadot,4.1,104,32.0,2016-01-01,Santenay,France,46.9115071,4.6996302,,,,,,,,,,,,,,,
Sudisfà Roero Riserva 2015,Italy,Roero,Negro Angelo,4.1,104,29.9,2015-01-01,Roero,Italy,44.7806865,7.9311892,12.633333333333333,9.6,16.166666666666668,68.33333333333333,11300.0,19.3,16.166666666666668,22.833333333333332,109.66666666666667,11340.0,13.533333333333333,11.666666666666666,15.766666666666667,96.0,7340.0
Léa Les Aspres Côtes du Roussillon Rouge 2012,France,Côtes du Roussillon,Domaine Lafage,4.0,104,19.95,2012-01-01,Côtes du Roussillon,France,45.3709088,4.8124715,14.466666666666667,8.6,20.466666666666665,35.0,,20.5,15.100000000000001,26.066666666666666,101.66666666666667,,13.833333333333334,9.6,19.166666666666668,50.333333333333336,
Alleanza 2012,Italy,Toscana,Castello di Gabbiano,4.1,104,26.95,2012-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Valpolicella Ripasso Classico Superiore Solane 2015,Italy,Valpolicella Ripasso,Santi,3.7,1040,14.75,2015-01-01,Valpolicella Ripasso,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Crianza 2015,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.8,1040,11.95,2015-01-01,Binissalem-Mallorca,Spain,39.6002717,2.6720865,,,,,,,,,,,,,,,
Courela Tinto 2016,Portugal,Alentejano,Cortes de Cima,3.6,1040,5.65,2016-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Barbera d'Alba Tre Vigne 2015,Italy,Barbera d'Alba,Vietti,3.8,1040,19.5,2015-01-01,Barbera d'Alba,Italy,44.7712158,8.0435811,12.633333333333333,9.6,16.166666666666668,68.33333333333333,11300.0,19.3,16.166666666666668,22.833333333333332,109.66666666666667,11340.0,13.533333333333333,11.666666666666666,15.766666666666667,96.0,7340.0
No Name 2014,Italy,Piemonte,Borgogno,4.0,1041,34.32,2014-01-01,Piemonte,Italy,45.060735,7.923549,8.733333333333334,5.866666666666667,12.333333333333334,141.33333333333334,8260.0,20.933333333333334,17.133333333333333,24.633333333333336,94.33333333333333,14980.0,12.299999999999999,9.966666666666667,15.033333333333333,64.0,6980.0
Rioja Bordón Reserva 2011,Spain,Rioja,Franco-Espanolas,3.8,1045,10.85,2011-01-01,Rioja,Spain,42.3285528,-2.4674917,12.433333333333332,6.400000000000001,18.466666666666665,21.333333333333332,12980.0,21.833333333333332,15.0,28.7,26.166666666666668,18040.0,13.800000000000002,8.066666666666668,19.499999999999996,31.333333333333332,10540.0
Pian delle Vigne Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Antinori,4.3,1046,45.6,2014-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Almiréz 2016,Spain,Toro,Teso La Monja,4.0,1046,14.95,2016-01-01,Toro,Spain,41.5216963,-5.3939824,13.15,5.966666666666666,20.3,23.933333333333334,,23.2,15.433333333333332,31.5,29.066666666666666,,13.333333333333334,8.466666666666667,19.2,39.266666666666666,
Colheita Seleccionada Rouge 2010,Portugal,Alentejano,Rapariga da Quinta,3.2,1046,11.7,2010-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Ammasso Rosso Sicilia 2016,Italy,Sicilia,Barone Montalto,4.2,1047,16.34,2016-01-01,Sicilia,Italy,37.587794,14.155048,11.300000000000002,4.6,15.35,144.9,,21.833333333333332,,26.633333333333336,24.95,,14.833333333333334,,23.5,97.2,
Côtes du Rhône Nature Rouge 2016,France,Côtes-du-Rhône,Famille Perrin,3.6,1049,10.45,2016-01-01,Côtes-du-Rhône,France,44.7667285,4.8528701,,,,,,,,,,,,,,,
Russian River Valley Zinfandel 2015,United States,Russian River Valley,DeLoach,3.5,105,18.49,2015-01-01,Russian River Valley,United States,39.2789696,-123.1029778,,,,,,,,,,,,,,,
Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Léoville Las Cases,4.6,105,330.45,2016-01-01,Saint-Julien,France,47.4019947,5.1364639,11.266666666666666,,,31.2,,21.23333333333333,,,38.53333333333333,,10.899999999999999,4.75,13.45,46.1,
Halkidiki Limnio - Merlot 2013,Greece,Chalkidiki,Tsantali,3.2,105,12.49,2013-01-01,Chalkidiki,Greece,40.3309627,23.3621462,15.933333333333332,9.433333333333332,20.166666666666668,43.666666666666664,12720.0,29.0,20.833333333333332,33.36666666666667,7.0,21920.0,19.0,13.966666666666669,23.433333333333334,38.333333333333336,11900.0
Pomerol 2015,France,Pomerol,Château l'Ecuyer,4.2,105,43.16,2015-01-01,Pomerol,France,44.9311234,-0.1999904,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Toar Valpolicella Classico Superiore 2016,Italy,Valpolicella Classico,Masi,3.7,105,15.6,2016-01-01,Valpolicella Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Arbòre Cannonau di Sardegna 2012,Italy,Cannonau di Sardegna,Gabbas,4.0,105,21.9,2012-01-01,Cannonau di Sardegna,Italy,40.2568502,9.6218801,,,,,,,,,,,,,,,
Ángeles de Amaren Tempranillo - Graciano 2015,Spain,Rioja,Bodegas Amaren,4.2,105,15.95,2015-01-01,Rioja,Spain,42.3285528,-2.4674917,13.6,7.2,20.0,34.0,13800.0,21.7,14.633333333333333,28.76666666666667,34.333333333333336,17480.0,16.599999999999998,10.700000000000001,22.53333333333333,46.0,10920.0
Barbera 2018,Italy,Piemonte,Serre dei Roveri,3.3,105,6.15,2018-01-01,Piemonte,Italy,45.060735,7.923549,12.200000000000001,9.166666666666666,17.25,41.13333333333333,,21.866666666666664,18.7,25.3,89.8,,12.933333333333332,10.866666666666667,15.733333333333334,17.099999999999998,
Amarone della Valpolicella 2006,Italy,Amarone della Valpolicella,Zýmē,4.5,105,96.9,2006-01-01,Amarone della Valpolicella,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Castillo de Jumilla Monastrell - Tempranillo 2018,Spain,Jumilla,Bleda,3.5,105,5.33,2018-01-01,Jumilla,Spain,38.4735408,-1.3285417,18.033333333333335,11.6,25.3,19.333333333333332,,27.533333333333335,21.633333333333336,34.56666666666667,15.066666666666668,,20.066666666666666,14.5,27.233333333333334,5.633333333333333,
Hommage Lirac 2016,France,Lirac,Domaine Coudoulis,3.9,105,19.01,2016-01-01,Lirac,France,44.0372,4.69136,,,,,,,,,,,,,,,
Poggio d'Arna Toscana 2014,Italy,Toscana,Tenuta di Sesta,3.6,105,12.9,2014-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Vinya Le Havre Reserva Cabernet Sauvignon 2013,Spain,Penedès,Jean Leon,4.0,105,25.75,2013-01-01,Penedès,Spain,41.3463825,1.6995213,15.733333333333334,11.333333333333334,20.099999999999998,34.666666666666664,14360.0,26.133333333333336,22.2,30.0,24.0,16660.0,18.599999999999998,14.766666666666666,22.399999999999995,83.33333333333333,7480.0
Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Tenute Silvio Nardi,3.8,105,32.75,2014-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Sor Ugo Bolgheri Superiore 2017,Italy,Bolgheri Superiore,Aia Vecchia,4.3,105,23.94,2017-01-01,Bolgheri Superiore,Italy,44.46006,7.10425,9.533333333333333,5.55,16.433333333333334,70.53333333333333,,20.7,13.350000000000001,28.8,30.8,,10.633333333333333,7.85,20.5,101.10000000000001,
Ses Nines Negre 2018,Spain,Binissalem-Mallorca,Tianna Negre,3.8,105,11.25,2018-01-01,Binissalem-Mallorca,Spain,39.6002717,2.6720865,,,,,,,,,,,,,,,
Terrassen Zweigelt Blauer 2018,Austria,Wachau,Domäne Wachau,3.7,105,9.95,2018-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Ciacci Piccolomini d'Aragona,4.1,105,16.47,2018-01-01,Rosso di Montalcino,Italy,43.055612,11.3592953,,,,,,,,,,,,,,,
Riva Ranch Pinot Noir (Reliz Creek) 2017,United States,Arroyo Seco,Wente,3.9,105,24.15,2017-01-01,Arroyo Seco,United States,36.5160231,-105.5699891,,,,,,,,,,,,,,,
Altos R Tempranillo 2017,Spain,Rioja,Altos de Rioja,3.4,105,6.9,2017-01-01,Rioja,Spain,42.3285528,-2.4674917,11.766666666666666,6.333333333333333,17.866666666666667,30.8,,22.0,15.1,30.133333333333336,13.1,,14.666666666666666,9.233333333333334,21.366666666666664,32.0,
Amarone della Valpolicella Classico 2016,Italy,Amarone della Valpolicella Classico,Zenato,4.2,105,43.61,2016-01-01,Amarone della Valpolicella Classico,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Potenti Toscana (Suvereto) 2015,Italy,Toscana,Petra,3.9,105,39.58,2015-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Trentatre 33 Rosso 2017,Italy,Salento,Rocca,3.6,105,6.95,2017-01-01,Salento,Italy,40.248604,15.190058,15.266666666666666,,20.8,,,24.099999999999998,,29.6,,,19.0,,26.8,,
Pievasciata Rosso 2016,Italy,Toscana,Vallepicciola,4.1,105,14.9,2016-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Tenute Silvio Nardi,3.9,1050,35.5,2013-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
The Barossan Shiraz 2017,Australia,Barossa Valley,Peter Lehmann,3.8,1051,16.48,2017-01-01,Barossa Valley,Australia,-34.5817132,138.9987872,16.433333333333334,10.933333333333332,23.03333333333333,30.05,,9.533333333333333,5.3,14.166666666666666,78.95,,13.066666666666665,7.1000000000000005,19.5,83.83333333333333,
Nero d'Avola 2017,Italy,Terre Siciliane,Colosi,3.8,1055,8.68,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Bordeaux 2015,France,Bordeaux,Jean-Pierre Moueix,3.5,1056,10.21,2015-01-01,Bordeaux,France,44.841225,-0.5800364,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Cabernet Sauvignon 2018,United States,California,Woodbridge by Robert Mondavi,3.4,1056,8.95,2018-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Tinto 2018,Portugal,Lisboa,Porta 6,3.7,1056,9.12,2018-01-01,Lisboa,Portugal,38.7077507,-9.1365919,17.166666666666668,13.466666666666667,22.03333333333333,47.9,,22.633333333333336,18.400000000000002,28.233333333333334,2.433333333333333,,18.05,15.200000000000001,23.633333333333336,30.63333333333333,
Aglianico Rubrato 2014,Italy,Irpinia,Feudi di San Gregorio,3.5,1057,10.95,2014-01-01,Irpinia,Italy,39.2278067,9.1185486,15.5,,,,,24.333333333333332,,,,,19.266666666666666,,,,
Gran Verano Cabernet Sauvignon 2018,Chile,Central Valley,Apaltagua,3.4,1059,6.95,2018-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Grand Estates Merlot 2015,United States,Columbia Valley,Columbia Crest,3.7,1059,12.4,2015-01-01,Columbia Valley,United States,46.1576117,-122.9748352,,,,,,,,,,,,,,,
Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Beychevelle,4.0,106,86.76,2017-01-01,Saint-Julien,France,47.4019947,5.1364639,9.4,,16.85,119.3,,19.666666666666668,13.3,27.7,36.5,,11.799999999999999,7.433333333333333,16.633333333333333,72.39999999999999,
Copa Santa La Méjanelle 2015,France,Languedoc,Clavel,4.0,106,17.9,2015-01-01,Languedoc,France,43.6796869,1.3966515,13.133333333333333,8.533333333333333,18.466666666666665,49.333333333333336,12040.0,20.933333333333334,16.099999999999998,26.266666666666666,79.33333333333333,13660.0,16.900000000000002,12.299999999999999,22.366666666666664,46.666666666666664,11800.0
Cantodoro 2016,Italy,Sicilia,Feudo Arancio,3.6,106,8.5,2016-01-01,Sicilia,Italy,37.587794,14.155048,11.300000000000002,4.6,15.35,144.9,,21.833333333333332,,26.633333333333336,24.95,,14.833333333333334,,23.5,97.2,
Vitiano San Lorenzo 2014,Italy,Castel San Lorenzo,Falesco,3.9,106,11.95,2014-01-01,Castel San Lorenzo,Italy,40.418308,15.227157,,,,,,,,,,,,,,,
Disueri Nero d'Avola 2018,Italy,Sicilia,Cusumano,3.6,106,7.7,2018-01-01,Sicilia,Italy,37.587794,14.155048,,,,,,,,,,,,,,,
Kirschgarten Spatburgunder GG 2013,Germany,Pfalz,Knipser,4.2,106,39.95,2013-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
B 2017,Spain,Ribera del Duero,Baden Numen,3.8,106,11.21,2017-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,8.833333333333334,2.733333333333333,13.366666666666667,79.60000000000001,,18.766666666666666,11.100000000000001,27.333333333333332,16.233333333333334,,11.4,5.766666666666667,18.433333333333334,43.1,
Pinot Noir 2017,Italy,Valle d'Aosta,Ottin - Viticulteur Encaveur,4.0,106,22.5,2017-01-01,Valle d'Aosta,Italy,45.730099,7.387426,,,,,,,,,,,,,,,
